id,Name,Height(m),Weight{kg},HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Type_1,Type_2,Is_Legendary,Is_Mythical,Egg_Group_1,Egg_Group_2,Generation,Capture_Rate,Base_Happiness,Is_Baby,Egg_Cycles,Past_Type,Is_Pseudo_Legendary,Total_Stats
553,Krookodile,1.5,96.3,95,117,80,65,70,92,Ground,Dark,FALSE,FALSE,Ground,,Gen-5,45,70,FALSE,20,,FALSE,519
554,Darumaka,0.6,37.5,70,90,45,15,45,50,Fire,,FALSE,FALSE,Ground,,Gen-5,120,70,FALSE,20,,FALSE,315
555,Darmanitan-standard,1.3,92.9,105,140,55,30,55,95,Fire,,FALSE,FALSE,Ground,,Gen-5,60,70,FALSE,20,,FALSE,480
556,Maractus,1,28,75,86,67,106,67,60,Grass,,FALSE,FALSE,Plant,,Gen-5,255,70,FALSE,20,,FALSE,461
557,Dwebble,0.3,14.5,50,65,85,35,35,55,Bug,Rock,FALSE,FALSE,Bug,Mineral,Gen-5,190,70,FALSE,20,,FALSE,325
558,Crustle,1.4,200,70,105,125,65,75,45,Bug,Rock,FALSE,FALSE,Bug,Mineral,Gen-5,75,70,FALSE,20,,FALSE,485
559,Scraggy,0.6,11.8,50,75,70,35,70,48,Dark,Fighting,FALSE,FALSE,Ground,Dragon,Gen-5,180,35,FALSE,15,,FALSE,348
560,Scrafty,1.1,30,65,90,115,45,115,58,Dark,Fighting,FALSE,FALSE,Ground,Dragon,Gen-5,90,70,FALSE,15,,FALSE,488
561,Sigilyph,1.4,14,72,58,80,103,80,97,Psychic,Flying,FALSE,FALSE,Flying,,Gen-5,45,70,FALSE,20,,FALSE,490
562,Yamask,0.5,1.5,38,30,85,55,65,30,Ghost,,FALSE,FALSE,Mineral,Indeterminate,Gen-5,190,70,FALSE,25,,FALSE,303
563,Cofagrigus,1.7,76.5,58,50,145,95,105,30,Ghost,,FALSE,FALSE,Mineral,Indeterminate,Gen-5,90,70,FALSE,25,,FALSE,483
564,Tirtouga,0.7,16.5,54,78,103,53,45,22,Water,Rock,FALSE,FALSE,Water1,Water3,Gen-5,45,70,FALSE,30,,FALSE,355
565,Carracosta,1.2,81,74,108,133,83,65,32,Water,Rock,FALSE,FALSE,Water1,Water3,Gen-5,45,70,FALSE,30,,FALSE,495
566,Archen,0.5,9.5,55,112,45,74,45,70,Rock,Flying,FALSE,FALSE,Flying,Water3,Gen-5,45,70,FALSE,30,,FALSE,401
567,Archeops,1.4,32,75,140,65,112,65,110,Rock,Flying,FALSE,FALSE,Flying,Water3,Gen-5,45,70,FALSE,30,,FALSE,567
568,Trubbish,0.6,31,50,50,62,40,62,65,Poison,,FALSE,FALSE,Mineral,,Gen-5,190,70,FALSE,20,,FALSE,329
569,Garbodor,1.9,107.3,80,95,82,60,82,75,Poison,,FALSE,FALSE,Mineral,,Gen-5,60,70,FALSE,20,,FALSE,474
570,Zorua,0.7,12.5,40,65,40,80,40,65,Dark,,FALSE,FALSE,Ground,,Gen-5,75,70,FALSE,25,,FALSE,330
571,Zoroark,1.6,81.1,60,105,60,120,60,105,Dark,,FALSE,FALSE,Ground,,Gen-5,45,70,FALSE,20,,FALSE,510
572,Minccino,0.4,5.8,55,50,40,40,40,75,Normal,,FALSE,FALSE,Ground,,Gen-5,255,70,FALSE,15,,FALSE,300
573,Cinccino,0.5,7.5,75,95,60,65,60,115,Normal,,FALSE,FALSE,Ground,,Gen-5,60,70,FALSE,15,,FALSE,470
574,Gothita,0.4,5.8,45,30,50,55,65,45,Psychic,,FALSE,FALSE,Humanshape,,Gen-5,200,70,FALSE,20,,FALSE,290
575,Gothorita,0.7,18,60,45,70,75,85,55,Psychic,,FALSE,FALSE,Humanshape,,Gen-5,100,70,FALSE,20,,FALSE,390
576,Gothitelle,1.5,44,70,55,95,95,110,65,Psychic,,FALSE,FALSE,Humanshape,,Gen-5,50,70,FALSE,20,,FALSE,490
577,Solosis,0.3,1,45,30,40,105,50,20,Psychic,,FALSE,FALSE,Indeterminate,,Gen-5,200,70,FALSE,20,,FALSE,290
578,Duosion,0.6,8,65,40,50,125,60,30,Psychic,,FALSE,FALSE,Indeterminate,,Gen-5,100,70,FALSE,20,,FALSE,370
579,Reuniclus,1,20.1,110,65,75,125,85,30,Psychic,,FALSE,FALSE,Indeterminate,,Gen-5,50,70,FALSE,20,,FALSE,490
580,Ducklett,0.5,5.5,62,44,50,44,50,55,Water,Flying,FALSE,FALSE,Water1,Flying,Gen-5,190,70,FALSE,20,,FALSE,305
581,Swanna,1.3,24.2,75,87,63,87,63,98,Water,Flying,FALSE,FALSE,Water1,Flying,Gen-5,45,70,FALSE,20,,FALSE,473
582,Vanillite,0.4,5.7,36,50,50,65,60,44,Ice,,FALSE,FALSE,Mineral,,Gen-5,255,70,FALSE,20,,FALSE,305
583,Vanillish,1.1,41,51,65,65,80,75,59,Ice,,FALSE,FALSE,Mineral,,Gen-5,120,70,FALSE,20,,FALSE,395
584,Vanilluxe,1.3,57.5,71,95,85,110,95,79,Ice,,FALSE,FALSE,Mineral,,Gen-5,45,70,FALSE,20,,FALSE,535
585,Deerling,0.6,19.5,60,60,50,40,50,75,Normal,Grass,FALSE,FALSE,Ground,,Gen-5,190,70,FALSE,20,,FALSE,335
586,Sawsbuck,1.9,92.5,80,100,70,60,70,95,Normal,Grass,FALSE,FALSE,Ground,,Gen-5,75,70,FALSE,20,,FALSE,475
587,Emolga,0.4,5,55,75,60,75,60,103,Electric,Flying,FALSE,FALSE,Ground,,Gen-5,200,70,FALSE,20,,FALSE,428
588,Karrablast,0.5,5.9,50,75,45,40,45,60,Bug,,FALSE,FALSE,Bug,,Gen-5,200,70,FALSE,15,,FALSE,315
589,Escavalier,1,33,70,135,105,60,105,20,Bug,Steel,FALSE,FALSE,Bug,,Gen-5,75,70,FALSE,15,,FALSE,495
590,Foongus,0.2,1,69,55,45,55,55,15,Grass,Poison,FALSE,FALSE,Plant,,Gen-5,190,70,FALSE,20,,FALSE,294
591,Amoonguss,0.6,10.5,114,85,70,85,80,30,Grass,Poison,FALSE,FALSE,Plant,,Gen-5,75,70,FALSE,20,,FALSE,464
592,Frillish,1.2,33,55,40,50,65,85,40,Water,Ghost,FALSE,FALSE,Indeterminate,,Gen-5,190,70,FALSE,20,,FALSE,335
593,Jellicent,2.2,135,100,60,70,85,105,60,Water,Ghost,FALSE,FALSE,Indeterminate,,Gen-5,60,70,FALSE,20,,FALSE,480
594,Alomomola,1.2,31.6,165,75,80,40,45,65,Water,,FALSE,FALSE,Water1,Water2,Gen-5,75,70,FALSE,40,,FALSE,470
595,Joltik,0.1,0.6,50,47,50,57,50,65,Bug,Electric,FALSE,FALSE,Bug,,Gen-5,190,70,FALSE,20,,FALSE,319
596,Galvantula,0.8,14.3,70,77,60,97,60,108,Bug,Electric,FALSE,FALSE,Bug,,Gen-5,75,70,FALSE,20,,FALSE,472
597,Ferroseed,0.6,18.8,44,50,91,24,86,10,Grass,Steel,FALSE,FALSE,Plant,Mineral,Gen-5,255,70,FALSE,20,,FALSE,305
598,Ferrothorn,1,110,74,94,131,54,116,20,Grass,Steel,FALSE,FALSE,Plant,Mineral,Gen-5,90,70,FALSE,20,,FALSE,489
599,Klink,0.3,21,40,55,70,45,60,30,Steel,,FALSE,FALSE,Mineral,,Gen-5,130,70,FALSE,20,,FALSE,300
600,Klang,0.6,51,60,80,95,70,85,50,Steel,,FALSE,FALSE,Mineral,,Gen-5,60,70,FALSE,20,,FALSE,440
601,Klinklang,0.6,81,60,100,115,70,85,90,Steel,,FALSE,FALSE,Mineral,,Gen-5,30,70,FALSE,20,,FALSE,520
602,Tynamo,0.2,0.3,35,55,40,45,40,60,Electric,,FALSE,FALSE,Indeterminate,,Gen-5,190,70,FALSE,20,,FALSE,275
603,Eelektrik,1.2,22,65,85,70,75,70,40,Electric,,FALSE,FALSE,Indeterminate,,Gen-5,60,70,FALSE,20,,FALSE,405
604,Eelektross,2.1,80.5,85,115,80,105,80,50,Electric,,FALSE,FALSE,Indeterminate,,Gen-5,30,70,FALSE,20,,FALSE,515
605,Elgyem,0.5,9,55,55,55,85,55,30,Psychic,,FALSE,FALSE,Humanshape,,Gen-5,255,70,FALSE,20,,FALSE,335
606,Beheeyem,1,34.5,75,75,75,125,95,40,Psychic,,FALSE,FALSE,Humanshape,,Gen-5,90,70,FALSE,20,,FALSE,485
607,Litwick,0.3,3.1,50,30,55,65,55,20,Ghost,Fire,FALSE,FALSE,Indeterminate,,Gen-5,190,70,FALSE,20,,FALSE,275
608,Lampent,0.6,13,60,40,60,95,60,55,Ghost,Fire,FALSE,FALSE,Indeterminate,,Gen-5,90,70,FALSE,20,,FALSE,370
609,Chandelure,1,34.3,60,55,90,145,90,80,Ghost,Fire,FALSE,FALSE,Indeterminate,,Gen-5,45,70,FALSE,20,,FALSE,520
610,Axew,0.6,18,46,87,60,30,40,57,Dragon,,FALSE,FALSE,Monster,Dragon,Gen-5,75,35,FALSE,40,,FALSE,320
611,Fraxure,1,36,66,117,70,40,50,67,Dragon,,FALSE,FALSE,Monster,Dragon,Gen-5,60,35,FALSE,40,,FALSE,410
612,Haxorus,1.8,105.5,76,147,90,60,70,97,Dragon,,FALSE,FALSE,Monster,Dragon,Gen-5,45,35,FALSE,40,,FALSE,540
613,Cubchoo,0.5,8.5,55,70,40,60,40,40,Ice,,FALSE,FALSE,Ground,,Gen-5,120,70,FALSE,20,,FALSE,305
614,Beartic,2.6,260,95,130,80,70,80,50,Ice,,FALSE,FALSE,Ground,,Gen-5,60,70,FALSE,20,,FALSE,505
615,Cryogonal,1.1,148,80,50,50,95,135,105,Ice,,FALSE,FALSE,Mineral,,Gen-5,25,70,FALSE,25,,FALSE,515
616,Shelmet,0.4,7.7,50,40,85,40,65,25,Bug,,FALSE,FALSE,Bug,,Gen-5,200,70,FALSE,15,,FALSE,305
617,Accelgor,0.8,25.3,80,70,40,100,60,145,Bug,,FALSE,FALSE,Bug,,Gen-5,75,70,FALSE,15,,FALSE,495
618,Stunfisk,0.7,11,109,66,84,81,99,32,Ground,Electric,FALSE,FALSE,Water1,Indeterminate,Gen-5,75,70,FALSE,20,,FALSE,471
619,Mienfoo,0.9,20,45,85,50,55,50,65,Fighting,,FALSE,FALSE,Ground,Humanshape,Gen-5,180,70,FALSE,25,,FALSE,350
620,Mienshao,1.4,35.5,65,125,60,95,60,105,Fighting,,FALSE,FALSE,Ground,Humanshape,Gen-5,45,70,FALSE,25,,FALSE,510
621,Druddigon,1.6,139,77,120,90,60,90,48,Dragon,,FALSE,FALSE,Dragon,Monster,Gen-5,45,70,FALSE,30,,FALSE,485
622,Golett,1,92,59,74,50,35,50,35,Ground,Ghost,FALSE,FALSE,Mineral,,Gen-5,190,70,FALSE,25,,FALSE,303
623,Golurk,2.8,330,89,124,80,55,80,55,Ground,Ghost,FALSE,FALSE,Mineral,,Gen-5,90,70,FALSE,25,,FALSE,483
624,Pawniard,0.5,10.2,45,85,70,40,40,60,Dark,Steel,FALSE,FALSE,Humanshape,,Gen-5,120,35,FALSE,20,,FALSE,340
625,Bisharp,1.6,70,65,125,100,60,70,70,Dark,Steel,FALSE,FALSE,Humanshape,,Gen-5,45,35,FALSE,20,,FALSE,490
626,Bouffalant,1.6,94.6,95,110,95,40,95,55,Normal,,FALSE,FALSE,Ground,,Gen-5,45,70,FALSE,20,,FALSE,490
627,Rufflet,0.5,10.5,70,83,50,37,50,60,Normal,Flying,FALSE,FALSE,Flying,,Gen-5,190,70,FALSE,20,,FALSE,350
628,Braviary,1.5,41,100,123,75,57,75,80,Normal,Flying,FALSE,FALSE,Flying,,Gen-5,60,70,FALSE,20,,FALSE,510
629,Vullaby,0.5,9,70,55,75,45,65,60,Dark,Flying,FALSE,FALSE,Flying,,Gen-5,190,35,FALSE,20,,FALSE,370
630,Mandibuzz,1.2,39.5,110,65,105,55,95,80,Dark,Flying,FALSE,FALSE,Flying,,Gen-5,60,35,FALSE,20,,FALSE,510
631,Heatmor,1.4,58,85,97,66,105,66,65,Fire,,FALSE,FALSE,Ground,,Gen-5,90,70,FALSE,20,,FALSE,484
632,Durant,0.3,33,58,109,112,48,48,109,Bug,Steel,FALSE,FALSE,Bug,,Gen-5,90,70,FALSE,20,,FALSE,484
633,Deino,0.8,17.3,52,65,50,45,50,38,Dark,Dragon,FALSE,FALSE,Dragon,,Gen-5,45,35,FALSE,40,,FALSE,300
634,Zweilous,1.4,50,72,85,70,65,70,58,Dark,Dragon,FALSE,FALSE,Dragon,,Gen-5,45,35,FALSE,40,,FALSE,420
635,Hydreigon,1.8,160,92,105,90,125,90,98,Dark,Dragon,FALSE,FALSE,Dragon,,Gen-5,45,35,FALSE,40,,TRUE,600
636,Larvesta,1.1,28.8,55,85,55,50,55,60,Bug,Fire,FALSE,FALSE,Bug,,Gen-5,45,70,FALSE,40,,FALSE,360
637,Volcarona,1.6,46,85,60,65,135,105,100,Bug,Fire,FALSE,FALSE,Bug,,Gen-5,15,70,FALSE,40,,FALSE,550
638,Cobalion,2.1,250,91,90,129,90,72,108,Steel,Fighting,TRUE,FALSE,No-eggs,,Gen-5,3,35,FALSE,80,,FALSE,580
639,Terrakion,1.9,260,91,129,90,72,90,108,Rock,Fighting,TRUE,FALSE,No-eggs,,Gen-5,3,35,FALSE,80,,FALSE,580
640,Virizion,2,200,91,90,72,90,129,108,Grass,Fighting,TRUE,FALSE,No-eggs,,Gen-5,3,35,FALSE,80,,FALSE,580
641,Tornadus-incarnate,1.5,63,79,115,70,125,80,111,Flying,,TRUE,FALSE,No-eggs,,Gen-5,3,90,FALSE,120,,FALSE,580
642,Thundurus-incarnate,1.5,61,79,115,70,125,80,111,Electric,Flying,TRUE,FALSE,No-eggs,,Gen-5,3,90,FALSE,120,,FALSE,580
643,Reshiram,3.2,330,100,120,100,150,120,90,Dragon,Fire,TRUE,FALSE,No-eggs,,Gen-5,3,0,FALSE,120,,FALSE,680
644,Zekrom,2.9,345,100,150,120,120,100,90,Dragon,Electric,TRUE,FALSE,No-eggs,,Gen-5,3,0,FALSE,120,,FALSE,680
645,Landorus-incarnate,1.5,68,89,125,90,115,80,101,Ground,Flying,TRUE,FALSE,No-eggs,,Gen-5,3,90,FALSE,120,,FALSE,600
646,Kyurem,3,325,125,130,90,130,90,95,Dragon,Ice,TRUE,FALSE,No-eggs,,Gen-5,3,0,FALSE,120,,FALSE,660
647,Keldeo-ordinary,1.4,48.5,91,72,90,129,90,108,Water,Fighting,FALSE,TRUE,No-eggs,,Gen-5,3,35,FALSE,80,,FALSE,580
648,Meloetta-aria,0.6,6.5,100,77,77,128,128,90,Normal,Psychic,FALSE,TRUE,No-eggs,,Gen-5,3,100,FALSE,120,,FALSE,600
649,Genesect,1.5,82.5,71,120,95,120,95,99,Bug,Steel,FALSE,TRUE,No-eggs,,Gen-5,3,0,FALSE,120,,FALSE,600
650,Chespin,0.4,9,56,61,65,48,45,38,Grass,,FALSE,FALSE,Ground,,Gen-6,45,70,FALSE,20,,FALSE,313
651,Quilladin,0.7,29,61,78,95,56,58,57,Grass,,FALSE,FALSE,Ground,,Gen-6,45,70,FALSE,20,,FALSE,405
652,Chesnaught,1.6,90,88,107,122,74,75,64,Grass,Fighting,FALSE,FALSE,Ground,,Gen-6,45,70,FALSE,20,,FALSE,530
653,Fennekin,0.4,9.4,40,45,40,62,60,60,Fire,,FALSE,FALSE,Ground,,Gen-6,45,70,FALSE,20,,FALSE,307
654,Braixen,1,14.5,59,59,58,90,70,73,Fire,,FALSE,FALSE,Ground,,Gen-6,45,70,FALSE,20,,FALSE,409
655,Delphox,1.5,39,75,69,72,114,100,104,Fire,Psychic,FALSE,FALSE,Ground,,Gen-6,45,70,FALSE,20,,FALSE,534
656,Froakie,0.3,7,41,56,40,62,44,71,Water,,FALSE,FALSE,Water1,,Gen-6,45,70,FALSE,20,,FALSE,314
657,Frogadier,0.6,10.9,54,63,52,83,56,97,Water,,FALSE,FALSE,Water1,,Gen-6,45,70,FALSE,20,,FALSE,405
658,Greninja,1.5,40,72,95,67,103,71,122,Water,Dark,FALSE,FALSE,Water1,,Gen-6,45,70,FALSE,20,,FALSE,530
659,Bunnelby,0.4,5,38,36,38,32,36,57,Normal,,FALSE,FALSE,Ground,,Gen-6,255,70,FALSE,15,,FALSE,237
660,Diggersby,1,42.4,85,56,77,50,77,78,Normal,Ground,FALSE,FALSE,Ground,,Gen-6,127,70,FALSE,15,,FALSE,423
661,Fletchling,0.3,1.7,45,50,43,40,38,62,Normal,Flying,FALSE,FALSE,Flying,,Gen-6,255,70,FALSE,15,,FALSE,278
662,Fletchinder,0.7,16,62,73,55,56,52,84,Fire,Flying,FALSE,FALSE,Flying,,Gen-6,120,70,FALSE,15,,FALSE,382
663,Talonflame,1.2,24.5,78,81,71,74,69,126,Fire,Flying,FALSE,FALSE,Flying,,Gen-6,45,70,FALSE,15,,FALSE,499
664,Scatterbug,0.3,2.5,38,35,40,27,25,35,Bug,,FALSE,FALSE,Bug,,Gen-6,255,70,FALSE,15,,FALSE,200
665,Spewpa,0.3,8.4,45,22,60,27,30,29,Bug,,FALSE,FALSE,Bug,,Gen-6,120,70,FALSE,15,,FALSE,213
666,Vivillon,1.2,17,80,52,50,90,50,89,Bug,Flying,FALSE,FALSE,Bug,,Gen-6,45,70,FALSE,15,,FALSE,411
667,Litleo,0.6,13.5,62,50,58,73,54,72,Fire,Normal,FALSE,FALSE,Ground,,Gen-6,220,70,FALSE,20,,FALSE,369
668,Pyroar,1.5,81.5,86,68,72,109,66,106,Fire,Normal,FALSE,FALSE,Ground,,Gen-6,65,70,FALSE,20,,FALSE,507
669,Flabebe,0.1,0.1,44,38,39,61,79,42,Fairy,,FALSE,FALSE,Fairy,,Gen-6,225,70,FALSE,20,,FALSE,303
670,Floette,0.2,0.9,54,45,47,75,98,52,Fairy,,FALSE,FALSE,Fairy,,Gen-6,120,70,FALSE,20,,FALSE,371
671,Florges,1.1,10,78,65,68,112,154,75,Fairy,,FALSE,FALSE,Fairy,,Gen-6,45,70,FALSE,20,,FALSE,552
672,Skiddo,0.9,31,66,65,48,62,57,52,Grass,,FALSE,FALSE,Ground,,Gen-6,200,70,FALSE,20,,FALSE,350
673,Gogoat,1.7,91,123,100,62,97,81,68,Grass,,FALSE,FALSE,Ground,,Gen-6,45,70,FALSE,20,,FALSE,531
674,Pancham,0.6,8,67,82,62,46,48,43,Fighting,,FALSE,FALSE,Ground,Humanshape,Gen-6,220,70,FALSE,25,,FALSE,348
675,Pangoro,2.1,136,95,124,78,69,71,58,Fighting,Dark,FALSE,FALSE,Ground,Humanshape,Gen-6,65,70,FALSE,25,,FALSE,495
676,Furfrou,1.2,28,75,80,60,65,90,102,Normal,,FALSE,FALSE,Ground,,Gen-6,160,70,FALSE,20,,FALSE,472
677,Espurr,0.3,3.5,62,48,54,63,60,68,Psychic,,FALSE,FALSE,Ground,,Gen-6,190,70,FALSE,20,,FALSE,355
678,Meowstic-male,0.6,8.5,74,48,76,83,81,104,Psychic,,FALSE,FALSE,Ground,,Gen-6,75,70,FALSE,20,,FALSE,466
679,Honedge,0.8,2,45,80,100,35,37,28,Steel,Ghost,FALSE,FALSE,Mineral,,Gen-6,180,70,FALSE,20,,FALSE,325
680,Doublade,0.8,4.5,59,110,150,45,49,35,Steel,Ghost,FALSE,FALSE,Mineral,,Gen-6,90,70,FALSE,20,,FALSE,448
681,Aegislash-shield,1.7,53,60,50,140,50,140,60,Steel,Ghost,FALSE,FALSE,Mineral,,Gen-6,45,70,FALSE,20,,FALSE,500
682,Spritzee,0.2,0.5,78,52,60,63,65,23,Fairy,,FALSE,FALSE,Fairy,,Gen-6,200,70,FALSE,20,,FALSE,341
683,Aromatisse,0.8,15.5,101,72,72,99,89,29,Fairy,,FALSE,FALSE,Fairy,,Gen-6,140,70,FALSE,20,,FALSE,462
684,Swirlix,0.4,3.5,62,48,66,59,57,49,Fairy,,FALSE,FALSE,Fairy,,Gen-6,200,70,FALSE,20,,FALSE,341
685,Slurpuff,0.8,5,82,80,86,85,75,72,Fairy,,FALSE,FALSE,Fairy,,Gen-6,140,70,FALSE,20,,FALSE,480
686,Inkay,0.4,3.5,53,54,53,37,46,45,Dark,Psychic,FALSE,FALSE,Water1,Water2,Gen-6,190,70,FALSE,20,,FALSE,288
687,Malamar,1.5,47,86,92,88,68,75,73,Dark,Psychic,FALSE,FALSE,Water1,Water2,Gen-6,80,70,FALSE,20,,FALSE,482
688,Binacle,0.5,31,42,52,67,39,56,50,Rock,Water,FALSE,FALSE,Water3,,Gen-6,120,70,FALSE,20,,FALSE,306
689,Barbaracle,1.3,96,72,105,115,54,86,68,Rock,Water,FALSE,FALSE,Water3,,Gen-6,45,70,FALSE,20,,FALSE,500
690,Skrelp,0.5,7.3,50,60,60,60,60,30,Poison,Water,FALSE,FALSE,Water1,Dragon,Gen-6,225,70,FALSE,20,,FALSE,320
691,Dragalge,1.8,81.5,65,75,90,97,123,44,Poison,Dragon,FALSE,FALSE,Water1,Dragon,Gen-6,55,70,FALSE,20,,FALSE,494
692,Clauncher,0.5,8.3,50,53,62,58,63,44,Water,,FALSE,FALSE,Water1,Water3,Gen-6,225,70,FALSE,15,,FALSE,330
693,Clawitzer,1.3,35.3,71,73,88,120,89,59,Water,,FALSE,FALSE,Water1,Water3,Gen-6,55,70,FALSE,15,,FALSE,500
694,Helioptile,0.5,6,44,38,33,61,43,70,Electric,Normal,FALSE,FALSE,Monster,Dragon,Gen-6,190,70,FALSE,20,,FALSE,289
695,Heliolisk,1,21,62,55,52,109,94,109,Electric,Normal,FALSE,FALSE,Monster,Dragon,Gen-6,75,70,FALSE,20,,FALSE,481
696,Tyrunt,0.8,26,58,89,77,45,45,48,Rock,Dragon,FALSE,FALSE,Monster,Dragon,Gen-6,45,70,FALSE,30,,FALSE,362
697,Tyrantrum,2.5,270,82,121,119,69,59,71,Rock,Dragon,FALSE,FALSE,Monster,Dragon,Gen-6,45,70,FALSE,30,,FALSE,521
698,Amaura,1.3,25.2,77,59,50,67,63,46,Rock,Ice,FALSE,FALSE,Monster,,Gen-6,45,70,FALSE,30,,FALSE,362
699,Aurorus,2.7,225,123,77,72,99,92,58,Rock,Ice,FALSE,FALSE,Monster,,Gen-6,45,70,FALSE,30,,FALSE,521
700,Sylveon,1,23.5,95,65,65,110,130,60,Fairy,,FALSE,FALSE,Ground,,Gen-6,45,70,FALSE,35,,FALSE,525
701,Hawlucha,0.8,21.5,78,92,75,74,63,118,Fighting,Flying,FALSE,FALSE,Flying,Humanshape,Gen-6,100,70,FALSE,20,,FALSE,500
702,Dedenne,0.2,2.2,67,58,57,81,67,101,Electric,Fairy,FALSE,FALSE,Ground,Fairy,Gen-6,180,70,FALSE,20,,FALSE,431
703,Carbink,0.3,5.7,50,50,150,50,150,50,Rock,Fairy,FALSE,FALSE,Fairy,Mineral,Gen-6,60,70,FALSE,25,,FALSE,500
704,Goomy,0.3,2.8,45,50,35,55,75,40,Dragon,,FALSE,FALSE,Dragon,,Gen-6,45,35,FALSE,40,,FALSE,300
705,Sliggoo,0.8,17.5,68,75,53,83,113,60,Dragon,,FALSE,FALSE,Dragon,,Gen-6,45,35,FALSE,40,,FALSE,452
706,Goodra,2,150.5,90,100,70,110,150,80,Dragon,,FALSE,FALSE,Dragon,,Gen-6,45,35,FALSE,40,,TRUE,600
707,Klefki,0.2,3,57,80,91,80,87,75,Steel,Fairy,FALSE,FALSE,Mineral,,Gen-6,75,70,FALSE,20,,FALSE,470
708,Phantump,0.4,7,43,70,48,50,60,38,Ghost,Grass,FALSE,FALSE,Plant,Indeterminate,Gen-6,120,70,FALSE,20,,FALSE,309
709,Trevenant,1.5,71,85,110,76,65,82,56,Ghost,Grass,FALSE,FALSE,Plant,Indeterminate,Gen-6,60,70,FALSE,20,,FALSE,474
710,Pumpkaboo-average,0.4,5,49,66,70,44,55,51,Ghost,Grass,FALSE,FALSE,Indeterminate,,Gen-6,120,70,FALSE,20,,FALSE,335
711,Gourgeist-average,0.9,12.5,65,90,122,58,75,84,Ghost,Grass,FALSE,FALSE,Indeterminate,,Gen-6,60,70,FALSE,20,,FALSE,494
712,Bergmite,1,99.5,55,69,85,32,35,28,Ice,,FALSE,FALSE,Monster,Mineral,Gen-6,190,70,FALSE,20,,FALSE,304
713,Avalugg,2,505,95,117,184,44,46,28,Ice,,FALSE,FALSE,Monster,Mineral,Gen-6,55,70,FALSE,20,,FALSE,514
714,Noibat,0.5,8,40,30,35,45,40,55,Flying,Dragon,FALSE,FALSE,Flying,Dragon,Gen-6,190,70,FALSE,20,,FALSE,245
715,Noivern,1.5,85,85,70,80,97,80,123,Flying,Dragon,FALSE,FALSE,Flying,Dragon,Gen-6,45,70,FALSE,20,,FALSE,535
716,Xerneas,3,215,126,131,95,131,98,99,Fairy,,TRUE,FALSE,No-eggs,,Gen-6,45,0,FALSE,120,,FALSE,680
717,Yveltal,5.8,203,126,131,95,131,98,99,Dark,Flying,TRUE,FALSE,No-eggs,,Gen-6,45,0,FALSE,120,,FALSE,680
718,Zygarde-50,5,305,108,100,121,81,95,95,Dragon,Ground,TRUE,FALSE,No-eggs,,Gen-6,3,0,FALSE,120,,FALSE,600
719,Diancie,0.7,8.8,50,100,150,100,150,50,Rock,Fairy,FALSE,TRUE,No-eggs,,Gen-6,3,70,FALSE,25,,FALSE,600
720,Hoopa,0.5,9,80,110,60,150,130,70,Psychic,Ghost,FALSE,TRUE,No-eggs,,Gen-6,3,100,FALSE,120,,FALSE,600
721,Volcanion,1.7,195,80,110,120,130,90,70,Fire,Water,FALSE,TRUE,No-eggs,,Gen-6,3,100,FALSE,120,,FALSE,600
722,Rowlet,0.3,1.5,68,55,55,50,50,42,Grass,Flying,FALSE,FALSE,Flying,,Gen-7,45,70,FALSE,15,,FALSE,320
723,Dartrix,0.7,16,78,75,75,70,70,52,Grass,Flying,FALSE,FALSE,Flying,,Gen-7,45,70,FALSE,15,,FALSE,420
724,Decidueye,1.6,36.6,78,107,75,100,100,70,Grass,Ghost,FALSE,FALSE,Flying,,Gen-7,45,70,FALSE,15,,FALSE,530
725,Litten,0.4,4.3,45,65,40,60,40,70,Fire,,FALSE,FALSE,Ground,,Gen-7,45,70,FALSE,15,,FALSE,320
726,Torracat,0.7,25,65,85,50,80,50,90,Fire,,FALSE,FALSE,Ground,,Gen-7,45,70,FALSE,15,,FALSE,420
727,Incineroar,1.8,83,95,115,90,80,90,60,Fire,Dark,FALSE,FALSE,Ground,,Gen-7,45,70,FALSE,15,,FALSE,530
728,Popplio,0.4,7.5,50,54,54,66,56,40,Water,,FALSE,FALSE,Water1,Ground,Gen-7,45,70,FALSE,15,,FALSE,320
729,Brionne,0.6,17.5,60,69,69,91,81,50,Water,,FALSE,FALSE,Water1,Ground,Gen-7,45,70,FALSE,15,,FALSE,420
730,Primarina,1.8,44,80,74,74,126,116,60,Water,Fairy,FALSE,FALSE,Water1,Ground,Gen-7,45,70,FALSE,15,,FALSE,530
731,Pikipek,0.3,1.2,35,75,30,30,30,65,Normal,Flying,FALSE,FALSE,Flying,,Gen-7,255,70,FALSE,15,,FALSE,265
732,Trumbeak,0.6,14.8,55,85,50,40,50,75,Normal,Flying,FALSE,FALSE,Flying,,Gen-7,120,70,FALSE,15,,FALSE,355
733,Toucannon,1.1,26,80,120,75,75,75,60,Normal,Flying,FALSE,FALSE,Flying,,Gen-7,45,70,FALSE,15,,FALSE,485
734,Yungoos,0.4,6,48,70,30,30,30,45,Normal,,FALSE,FALSE,Ground,,Gen-7,255,70,FALSE,15,,FALSE,253
735,Gumshoos,0.7,14.2,88,110,60,55,60,45,Normal,,FALSE,FALSE,Ground,,Gen-7,127,70,FALSE,15,,FALSE,418
